CPF,Nome,Idade,UF,Regiao,Setor,Renda_Declarada,Renda_Presumida,Patrimonio,Alteracoes_Declaracao,Media_Depositos,Transacoes_Especie,Gastos_Cartao,Investimentos_Nao_Declarados,Pagamentos_PIX_TED,Media_Renda_Setor,Alerta_Gastos,Alerta_Patrimonio,Autuacoes_Anteriores,Proporcao_Renda_Patrimonio,Nivel_Complexidade,renda_nao_declarada,sonegador,Score_Risco,Relacoes_Suspeitas
86998166857,Donyell Ann Ola,24,RJ,Sudeste,Serviços,123100.63,204347.05,1013118.18,1,16138.36,6852.48,5100.91,28420.47,129393.22,120094.74922628618,TRUE,FALSE,0,0.1215,3,19696.10499999998,sim,0.33,0
55064199765,Bryce Clark,42,SP,Sudeste,Comércio,99605.21,143431.5,612572.04,0,14696.82,519.89,3491.29,1888.57,142097.93,149730.06027473844,FALSE,FALSE,1,0.1626,1,-0,não,0.29,0
31127934919,Mahmood al-Jalil,49,RJ,Sudeste,Indústria,148515.13,231683.6,825744.12,1,19197.03,5174.81,6153.7,33338.03,209564.1,199329.2776114992,TRUE,FALSE,0,0.1799,1,8910.904999999999,sim,0.29,0
30127288497,Bakar al-Akel,38,GO,Centro-Oeste,Comércio,154335.78,189833.01,549435.38,2,13940.42,582.14,4217.61,7160.5,201240.57,149730.06027473844,FALSE,FALSE,0,0.2809,2,-0,não,0.17,2
86997456258,Eduardo Burdette,41,RS,Sul,Serviços,181061.63,226327.04,628283.86,0,22117.73,598.17,6424.84,9782.27,206574.64,120094.74922628618,FALSE,FALSE,0,0.2882,2,-0,não,0.17,1
54682013133,Alex Edgar,42,GO,Centro-Oeste,Transporte,173494.46,218603.02,1573594.75,3,16624.4,1311.31,7821.7,8579.44,172623.61,100658.27340820312,TRUE,FALSE,0,0.1103,3,-0,não,0.18,1
46544168217,Selina Nguyen,45,RS,Sul,Serviços,107915.73,152161.18,414396.4,0,12259.64,1189.42,2751.17,10172.89,140257.61,120094.74922628618,FALSE,FALSE,0,0.2604,1,-0,não,0.22,0
60112849902,Saaliha al-Ebrahim,54,RJ,Sudeste,Agropecuária,139447.81,131080.94,672138.44,2,10220.4,334.23,5001.28,6672.03,103783.79,100261.125625,FALSE,FALSE,0,0.2075,2,-0,não,0.1,0
53913983645,Ashley Hermanyhorses,35,SP,Sudeste,Comércio,138178.77,168578.1,896780.22,0,16588.9,378.62,379.57,3941.89,167105.59,149730.06027473844,FALSE,FALSE,2,0.1541,1,-0,não,0.32,0
18002537536,Breanna Fouts,58,SP,Sudeste,Indústria,105460.12,114951.53,485116.55,1,9265.27,174.66,2588.2,10087.1,108692.13,199329.2776114992,FALSE,FALSE,0,0.2174,2,-0,não,0.13,0
48440779426,Katherine Rivera,37,GO,Centro-Oeste,Transporte,106625.19,121552.72,507535.9,1,10146.44,259.21,4041.64,7624.85,84699.1,100658.27340820312,FALSE,FALSE,0,0.2101,1,-0,não,0.14,0
67626752570,Nadiyya al-Abu,40,RS,Sul,Comércio,66603.73,113892.38,301048.86,1,8675.21,906.89,3951.47,55273.89,108712.38,149730.06027473844,TRUE,FALSE,0,0.2212,3,13986.785000000003,sim,0.28,1
18005487554,Nicole Gleyzer,47,SP,Sudeste,Educação,87282.97,107358.05,21820.74,2,8454.01,959.83,121.43,17317.6,91548.92,99922.08285578748,FALSE,FALSE,0,4,1,-0,não,0.17,1
37606672525,Anposahiyela Wonnell,60,SP,Sudeste,Financeiro,466003.37,610464.41,1393350.08,4,44424.97,606.43,14245.24,2094.58,488708.29,295744.6433800561,FALSE,FALSE,0,0.3344,2,-0,não,0.19,0
35288237731,Jacob Bank,53,GO,Centro-Oeste,Indústria,135783.06,176517.98,715576.73,0,14602.74,684.02,5316.04,19195.19,102035.05,199329.2776114992,FALSE,FALSE,0,0.1898,1,-0,não,0.18,3
53454685765,Daamir el-Kaleel,45,GO,Centro-Oeste,Comércio,147321,176785.2,1203612.57,2,12036.73,677.63,4251.61,9389.13,107795.96,149730.06027473844,FALSE,FALSE,0,0.1224,3,-0,não,0.16,0
31589465072,Orion Lee,46,SP,Sudeste,Indústria,253405.52,301552.57,1659806.16,1,24948.69,549.14,6405.13,1398.04,270941.73,199329.2776114992,FALSE,FALSE,0,0.1527,3,-0,não,0.16,1
47517195699,Daniela Padilla,27,SC,Sul,Transporte,16529.78,23141.69,63804.95,1,1936.95,2.72,387.05,9258.14,13697.59,100658.27340820312,FALSE,FALSE,1,0.2591,1,-0,não,0.28,0
30072623055,Jaylyn Koch,46,PE,Nordeste,Saúde,94675.47,133492.41,475270.86,1,12119.09,378.79,4343.74,11888.08,84852.47,98524.38325734549,TRUE,FALSE,1,0.1992,1,-0,não,0.29,0
86990576211,Josephine Almazbek,35,SP,Sudeste,Construção Civil,94362.9,146262.5,534094.01,1,9467.22,8884.45,2880.74,34834.14,95292.73,99772.2331975,FALSE,FALSE,0,0.1767,1,4718.150000000023,sim,0.33,0
35289639765,Bassaam al-Hasan,41,SP,Sudeste,Serviços,188419.92,226103.9,1234150.48,2,20660.82,572.42,4904.01,13214.21,322513.69,120094.74922628618,FALSE,FALSE,0,0.1527,3,-0,não,0.16,0
45877450129,Rachael White,66,SP,Sudeste,Serviços,41162.45,55569.31,210340.12,2,4425.08,276.72,834.88,8422.7,36600.22,120094.74922628618,FALSE,FALSE,1,0.1957,1,-0,não,0.27,2
53322991603,Jose Whyte,32,MG,Sudeste,Serviços,85359.89,105846.26,575325.66,2,9726.26,1429.4,1330.61,10768.56,99028.3,120094.74922628618,FALSE,FALSE,1,0.1484,2,-0,não,0.26,1
50380817271,Haamida al-Ramadan,40,MG,Sudeste,Comércio,173011.7,243946.5,1648801.5,0,20636.73,1855.25,3814.34,9862.18,79607.09,149730.06027473844,FALSE,FALSE,0,0.1049,3,-0,não,0.22,0
56128627317,Rebecca Lovan,43,RS,Sul,Indústria,111104.77,138880.96,418864.98,0,11532.54,110.35,2349.2,6755.39,93470.61,199329.2776114992,FALSE,FALSE,0,0.2653,1,-0,não,0.17,1
46582228639,Sierra Valdez Nava,51,SC,Sul,Serviços,129336.17,152616.68,360847.91,1,12919.45,1081.19,1889.67,6893.67,122662.23,120094.74922628618,FALSE,FALSE,1,0.3584,1,-0,não,0.24,0
06045781823,Margarita Esquibel,33,PE,Nordeste,Transporte,50662.67,71434.36,289790.47,0,6253.62,2476.01,1245.2,12097.95,96404.61,100658.27340820312,FALSE,FALSE,0,0.1748,2,-0,não,0.23,0
48285100608,Amaan el-Wakim,33,RJ,Sudeste,Serviços,144065.17,197369.28,1217350.69,0,15543.86,1137.91,4458.93,8265.42,229232.49,120094.74922628618,FALSE,FALSE,0,0.1183,3,-0,não,0.21,0
44506747687,Chakong Kaiwi,33,SP,Sudeste,Serviços,136523.77,150176.15,804125.01,0,15060.41,420.47,4278.48,7252.47,103770.53,120094.74922628618,FALSE,FALSE,0,0.1698,1,-0,não,0.14,0
37821731227,Renata Baugh,51,SP,Sudeste,Comércio,190155.22,275725.07,747310.01,0,24057.73,992.62,7240.53,18492.26,167354.29,149730.06027473844,FALSE,FALSE,1,0.2545,2,-0,não,0.3,0
60118050845,Matthew Wakasugi,44,DF,Centro-Oeste,Educação,110244.45,145522.67,285533.13,0,14164.16,681.23,3796.26,11631.59,99830.43,99922.08285578748,FALSE,FALSE,1,0.3861,1,-0,não,0.27,0
52979738762,Nizaam al-Noor,53,PE,Nordeste,Indústria,122115.95,151423.78,599589.31,2,14405.22,2792.37,2148.07,10598.69,115149.76,199329.2776114992,FALSE,FALSE,1,0.2037,1,-0,não,0.27,1
86998118248,Sammie Taylor,54,GO,Centro-Oeste,Transporte,106948.9,127269.19,1014945.06,1,10501.84,2496.37,4513.05,18051.27,137228.7,100658.27340820312,TRUE,FALSE,1,0.1054,3,-0,não,0.26,1
35281196526,Hannah Peacock,49,PE,Nordeste,Indústria,155261.17,195629.07,312074.95,3,17639.75,2425.95,1657.44,9021.34,125114.19,199329.2776114992,FALSE,FALSE,0,0.4975,1,-0,não,0.19,0
30967940555,Zumruda el-Syed,32,MG,Sudeste,Comércio,255709.95,381007.83,304294.84,0,31168.03,427.22,10382.61,12364.87,323428,149730.06027473844,TRUE,FALSE,0,0.8403,1,-0,não,0.23,0
30887944505,Mickias Alemu,45,SC,Sul,Indústria,155942.62,202725.41,1431553.25,0,14627.12,1723.56,3178.14,18365.96,148867.91,199329.2776114992,FALSE,FALSE,0,0.1089,2,-0,não,0.2,0
60112776420,Donna Becerra,62,PR,Sul,Serviços,99323.81,116208.86,887954.86,1,9664.84,2317.43,3684.62,6082.87,92399.32,120094.74922628618,FALSE,FALSE,0,0.1119,1,-0,não,0.17,1
51499053814,William Mclain,45,GO,Centro-Oeste,Serviços,154586.77,256614.04,1255244.57,0,22316.31,4043.45,7352.71,72587.97,197731.48,120094.74922628618,TRUE,FALSE,0,0.1232,2,24733.88500000004,sim,0.3,1
43009077312,Joshua Herrera,54,PE,Nordeste,Comércio,124303.8,159108.86,621519,0,15347.01,98.92,4391.42,3879.25,131966.17,149730.06027473844,FALSE,FALSE,0,0.2,1,-0,não,0.17,0
60111840062,Michael Ream,29,SP,Sudeste,Serviços,123170.48,172438.67,564120.8,0,14913.87,731.52,5632.2,13790.89,152687.73,120094.74922628618,TRUE,FALSE,1,0.2183,1,-0,não,0.29,0
60113731265,Jennifer Paterson,31,MG,Sudeste,Comércio,98445,99429.45,461707.05,0,8751.41,190.53,4287.14,19077.85,98378.45,149730.06027473844,TRUE,FALSE,0,0.2132,1,-0,não,0.11,0
30338239077,Cinthia Perez,63,GO,Centro-Oeste,Serviços,188449.22,214832.11,936592.62,0,18171.32,1714.03,6505.55,5304.77,162633.55,120094.74922628618,FALSE,FALSE,0,0.2012,2,-0,não,0.16,0
60113593345,Cheyane Holiday,49,PR,Sul,Comércio,231873.59,162311.51,1337910.61,0,13344.94,536.38,4036.17,11865.56,120446.26,149730.06027473844,FALSE,FALSE,0,0.1733,3,-0,não,0.05,0
33373318671,David La,41,SP,Sudeste,Saúde,96514.06,111956.31,46326.75,2,7843.81,853.33,2921.82,9340.75,99264.59,98524.38325734549,FALSE,FALSE,0,2.0833,1,-0,não,0.15,0
67629112780,Tatiana Schubring,52,MG,Sudeste,Indústria,199726.12,311572.75,497318.04,4,25567.01,8709.97,5898.72,59129.68,206114.34,199329.2776114992,FALSE,FALSE,0,0.4016,2,11983.570000000007,sim,0.33,0
34346024127,Arlene Hernandez,49,SP,Sudeste,Serviços,83632.66,121267.36,689133.12,1,8816.8,389.48,3098.09,12088.49,112754.39,120094.74922628618,FALSE,FALSE,0,0.1214,1,-0,não,0.22,1
60118720690,Tergel Eswaran,54,SP,Sudeste,Construção Civil,116576.67,176030.77,275120.94,1,17073.59,7504.86,4324.44,27335.47,201337.46,99772.2331975,FALSE,FALSE,0,0.4237,1,1165.7649999999849,sim,0.3,1
30888227418,Hannah Leonard,43,PE,Nordeste,Comércio,105797.9,101565.98,526873.54,0,7371.91,334.18,2387.15,6798.27,42782.13,149730.06027473844,FALSE,FALSE,0,0.2008,1,-0,não,0.1,0
46286870610,Adam Hegarty,33,GO,Centro-Oeste,Serviços,88173.11,135786.59,599577.15,6,11666.28,4949.44,1622.9,52634.26,119039.05,120094.74922628618,FALSE,FALSE,0,0.1471,3,3526.9249999999884,sim,0.28,0
30967308942,Tommy Menon,46,BA,Nordeste,Comércio,57527.6,76511.71,499339.57,0,5409.69,313.56,3321.54,16881.43,69589.55,149730.06027473844,TRUE,FALSE,0,0.1152,1,-0,não,0.19,0
46497762372,Qaaida el-Toure,51,RS,Sul,Transporte,90894.73,118163.15,241779.98,0,9724.19,1906.4,2069.14,15958.59,48614.72,100658.27340820312,FALSE,FALSE,1,0.3759,1,-0,não,0.28,0
21005286093,Jonathan Rodriguez,37,DF,Centro-Oeste,Comércio,154486.72,174569.99,537613.79,3,13674.9,2797.1,7355.43,8240.92,150535.82,149730.06027473844,TRUE,FALSE,0,0.2874,1,-0,não,0.17,0
50207318047,Michael Gerron,40,SP,Sudeste,Indústria,132383.1,132383.1,411711.44,1,10146.64,1051.23,4784.91,18792.86,104682.3,199329.2776114992,FALSE,FALSE,1,0.3215,1,-0,não,0.2,2
52230837488,Jason Okubo,46,SP,Sudeste,Indústria,243678.19,343586.25,738344.92,0,24060.61,1104.76,7629.82,12196.77,388017.43,199329.2776114992,FALSE,FALSE,0,0.33,1,-0,não,0.21,0
47217509013,Makia Rice,30,SC,Sul,Serviços,92797.42,128060.44,549360.73,1,10497.78,1017.98,5647.12,22977.79,71208.48,120094.74922628618,TRUE,FALSE,2,0.1689,1,-0,não,0.37,1
43456410836,Janice Stufflebean,45,DF,Centro-Oeste,Agropecuária,94041.67,110028.75,647947.11,1,8122.44,574.1,2933.4,2568.55,89774.62,100261.125625,FALSE,FALSE,0,0.1451,1,-0,não,0.15,0
31127946008,Maria Benavidez,50,BA,Nordeste,Saúde,50912.53,61095.04,374207.1,0,5557.11,1608.6,2382.74,9661.55,48252.88,98524.38325734549,TRUE,FALSE,0,0.1361,1,-0,não,0.17,2
30883140007,Corie Roth,37,SP,Sudeste,Comércio,161859.78,244408.27,788257.13,1,20981.14,2534.36,7414.63,35109.76,205078.63,149730.06027473844,TRUE,FALSE,0,0.2053,1,1618.6000000000058,sim,0.25,1
51882993992,Mikhaila Conover,45,SP,Sudeste,Serviços,144250.1,243782.67,1112168.27,0,21542.31,12615.81,2768.69,65413.26,186558.74,120094.74922628618,FALSE,FALSE,0,0.1297,3,27407.51999999999,sim,0.4,1
86997648052,Diego Estrada,46,BA,Nordeste,Educação,110572.42,162541.46,538487.69,0,15135.67,1332.15,5694.62,5640.99,92744.61,99922.08285578748,TRUE,FALSE,1,0.2053,1,-0,não,0.31,0
21007109233,Shenique White,47,DF,Centro-Oeste,Serviços,100953.32,122153.52,427032.54,1,10093.42,49.5,2784.95,15027.81,32808.93,120094.74922628618,FALSE,FALSE,0,0.2364,1,-0,não,0.16,0
86991416230,Abyad el-Qasim,41,BA,Nordeste,Indústria,175059.91,262589.86,474412.36,3,20318.9,179.67,5132.53,1343.56,320186.5,199329.2776114992,FALSE,FALSE,0,0.369,1,-0,não,0.23,1
33374434746,Gary Galindo,47,SP,Sudeste,Indústria,282735.55,339282.66,2318431.51,0,31955.13,224.96,11336.41,12660.01,307396.42,199329.2776114992,TRUE,FALSE,0,0.122,3,-0,não,0.16,0
18005136059,Jacob Jennings,44,SP,Sudeste,Serviços,49574.91,77832.61,266217.27,5,6653.03,7632.97,2020.43,74200.57,37135.48,120094.74922628618,TRUE,FALSE,0,0.1862,3,3470.2449999999953,sim,0.32,1
35286293887,Garrett Renner,49,GO,Centro-Oeste,Serviços,174936.9,246661.03,678755.17,0,15194.75,1033.24,4802.5,12385.29,209909.54,120094.74922628618,FALSE,FALSE,0,0.2577,1,-0,não,0.21,1
67593795542,Juwairiya al-Rashed,55,GO,Centro-Oeste,Financeiro,154945.92,266506.98,629080.44,3,22310.06,12823.29,8194.56,30046.88,268762.88,295744.6433800561,TRUE,FALSE,0,0.2463,1,34088.09999999998,sim,0.41,0
42793803245,Brande Hanks,40,RJ,Sudeste,Transporte,144202.35,197557.22,670540.93,0,17088.42,94.14,3492.9,14521.55,180180.46,100658.27340820312,FALSE,FALSE,0,0.2151,1,-0,não,0.19,0
67592874717,Nbyee Jones,47,BA,Nordeste,Comércio,145865.33,145865.33,1128997.65,0,13874.13,968.72,3976.39,11933.8,119139.81,149730.06027473844,FALSE,FALSE,0,0.1292,2,-0,não,0.12,1
44736932996,Jose Chase,48,SP,Sudeste,Financeiro,296690.53,427234.36,2358689.71,3,36386.07,446.75,8420.52,15857.42,235882.43,295744.6433800561,FALSE,FALSE,1,0.1258,2,-0,não,0.29,0
18009170862,Lily Adams,22,PE,Nordeste,Financeiro,195158.53,275173.53,1270482.03,2,26431.42,366.97,5640.02,6690.79,233887.63,295744.6433800561,FALSE,FALSE,0,0.1536,3,-0,não,0.21,0
86997739258,Gage Zheng,51,SP,Sudeste,Financeiro,250794.2,353619.82,1406955.46,2,24417.38,2032.98,9184.79,17788.23,128453.7,295744.6433800561,FALSE,FALSE,0,0.1783,3,-0,não,0.22,0
30889446300,Adam Cochran,38,DF,Centro-Oeste,Indústria,102401.66,115713.88,1053713.08,0,9279.64,29.91,1238.5,8298.38,107870.64,199329.2776114992,FALSE,TRUE,3,0.0972,3,-0,não,0.38,0
60112152339,Cierra Kemper,41,RS,Sul,Serviços,122931.26,184396.89,73758.76,0,11663.7,856.34,3931.24,3411.81,129439.78,120094.74922628618,FALSE,FALSE,0,1.6667,2,2.9103830456733704e-11,sim,0.23,0
30889527702,Jamal Watson,44,SP,Sudeste,Serviços,142336.28,128102.65,710258.04,0,12775.33,490.42,3307.68,11642.94,107397.42,120094.74922628618,FALSE,FALSE,1,0.2004,2,-0,não,0.17,1
56122454688,Alexander Truong,48,MG,Sudeste,Financeiro,446425.85,508925.47,3031231.52,2,40922.78,328.73,15368.69,8854.23,452820.86,295744.6433800561,FALSE,FALSE,0,0.1473,2,-0,não,0.14,0
60115265301,Rida el-Taheri,53,BA,Nordeste,Serviços,124331.65,213850.44,871564.87,2,16653.43,4200.56,3461.8,79350.7,199394.56,120094.74922628618,FALSE,FALSE,0,0.1427,2,27352.965000000026,sim,0.32,1
31588041933,Waleeda al-Massoud,33,SP,Sudeste,Construção Civil,54411.53,75632.03,145822.9,0,6419.79,954.11,2778.96,7950.14,90700.24,99772.2331975,TRUE,FALSE,0,0.3731,1,-0,não,0.21,1
47518955567,Michael Talavera-Nunez,29,RS,Sul,Transporte,104583.89,105629.73,556386.29,1,9161.27,201.61,3044.08,8429.56,95420.95,100658.27340820312,FALSE,FALSE,1,0.188,1,-0,não,0.19,1
18009304945,Colwyn Hammond,40,MG,Sudeste,Serviços,176556.18,218929.66,843938.54,0,17986.49,203.52,9275.51,13354.54,154135.06,120094.74922628618,TRUE,FALSE,0,0.2092,1,-0,não,0.17,0
31589734405,Duncan Lizer,29,SC,Sul,Financeiro,380488.74,654440.63,1514345.19,3,55218.93,13485.26,14597.44,22735.72,551343.57,295744.6433800561,FALSE,FALSE,0,0.2513,3,83707.52000000002,sim,0.41,1
34349830161,Morgan De La Riva,34,SP,Sudeste,Educação,110224.79,136678.74,27556.2,2,10380.7,285.51,3803.61,19013.31,59217.92,99922.08285578748,FALSE,FALSE,1,4,1,-0,não,0.25,1
60113370137,Brita Miranda,45,SP,Sudeste,Indústria,135358.51,142126.44,380357.41,3,9708.83,1313.59,2471.91,3683.09,60898.03,199329.2776114992,FALSE,FALSE,1,0.3559,1,-0,não,0.21,0
31127374225,Matthew Rivera,41,RS,Sul,Construção Civil,78118.86,100773.33,113272.35,0,8732.88,817.46,2595.36,8747.98,84935.56,99772.2331975,FALSE,FALSE,1,0.6897,1,-0,não,0.26,0
49411022721,Philip Stone,48,RJ,Sudeste,Serviços,212918.02,298085.23,1000714.69,1,24407.5,2301.79,4852,15316.45,224680.07,120094.74922628618,FALSE,FALSE,0,0.2128,3,-0,não,0.22,0
18008877038,Mohamed Carrington,58,RJ,Sudeste,Comércio,131420.02,169531.83,530936.88,1,15970.8,275.57,4655.73,12535.15,155577.26,149730.06027473844,FALSE,FALSE,1,0.2475,1,-0,não,0.26,0
56129530883,Haley Le,47,SP,Sudeste,Transporte,95691.6,81337.86,300471.62,1,7250.88,197.23,2510.22,8525.49,51721.64,100658.27340820312,FALSE,FALSE,0,0.3185,2,-0,não,0.08,1
30378573295,Destiny Spahn,32,SC,Sul,Serviços,58478.63,101168.03,263153.83,5,9731.05,14140.65,3001.57,59347.4,92854.15,120094.74922628618,TRUE,FALSE,1,0.2222,3,13450.085000000006,sim,0.5,0
30882481406,Jonathan Broyles,49,RJ,Sudeste,Transporte,112491.06,127114.9,303725.86,2,10012.29,3385.3,2676.59,10121.42,103544.11,100658.27340820312,FALSE,FALSE,0,0.3704,1,-0,não,0.17,0
51319086601,Joshua Voget,57,RS,Sul,Serviços,173966.22,257470.01,1036838.67,1,23158.23,325.98,3615.38,7235.56,282763.14,120094.74922628618,FALSE,FALSE,0,0.1678,2,-0,não,0.22,1
42264600205,Aadam al-Taha,38,RS,Sul,Educação,135087.68,208035.03,892929.56,3,17534.14,2317.82,4455.53,68668.68,193296.45,99922.08285578748,FALSE,FALSE,0,0.1513,2,5403.510000000009,sim,0.26,0
30053191408,Mouneek Watts,36,RJ,Sudeste,Serviços,147390.88,215190.68,925614.73,0,18136.99,1494.22,3634.3,11687.84,178727.04,120094.74922628618,FALSE,FALSE,2,0.1592,2,-0,não,0.39,1
44372240360,Cristian Carranco,56,BA,Nordeste,Construção Civil,108711.3,109798.41,768588.89,2,8428.69,162.72,3884.14,4701.75,133368.05,99772.2331975,FALSE,FALSE,2,0.1414,2,-0,não,0.27,0
45053762643,Dane Ballard,51,SP,Sudeste,Agropecuária,93306.56,150223.56,746452.48,4,12085.22,6896.91,4783.28,27270.49,142810.87,100261.125625,TRUE,FALSE,0,0.125,1,10263.720000000001,sim,0.32,1
47639458995,Shaafi al-Jaffer,41,MG,Sudeste,Indústria,180446.59,194882.32,1079070.61,1,17830.13,277.47,3206.01,11801.06,174328.22,199329.2776114992,FALSE,FALSE,0,0.1672,2,-0,não,0.13,0
30187124594,Sara Mengist,49,MG,Sudeste,Construção Civil,97258.48,128381.19,856847.21,0,10706.69,188.55,3124.78,6090.51,140583.66,99772.2331975,FALSE,FALSE,0,0.1135,1,-0,não,0.18,0
30961374700,Nakheel al-Naqvi,45,RS,Sul,Serviços,72766.35,93140.93,339818.85,1,7059.77,123.99,1589.48,9519.35,69973.5,120094.74922628618,FALSE,FALSE,0,0.2141,2,-0,não,0.17,0
52595047649,Oliver Bicket,50,GO,Centro-Oeste,Comércio,224426.91,307464.87,1620362.29,0,24922.98,262.15,7225.04,14759.1,120546.38,149730.06027473844,FALSE,FALSE,0,0.1385,3,-0,não,0.2,0
30882306873,Thomas Forster,40,GO,Centro-Oeste,Serviços,194392.21,281868.7,1386016.46,2,24310.31,2233.73,5123.3,7349.03,221544.48,120094.74922628618,FALSE,FALSE,1,0.1403,2,-0,não,0.31,1
21008526284,Angel Balcastro,21,PR,Sul,Agropecuária,77545.65,96932.06,352057.25,0,8864.48,411.99,2122.85,6822.93,77330.02,100261.125625,FALSE,FALSE,0,0.2203,1,-0,não,0.17,0
67628600043,Tanner Wellington,56,RS,Sul,Comércio,120182.55,147824.54,742728.16,1,12903.12,1333.46,4832.83,11835.28,82642.3,149730.06027473844,TRUE,FALSE,1,0.1618,1,-0,não,0.26,0
45015948631,Shameema al-Rad,38,RJ,Sudeste,Comércio,215647.29,273872.06,517553.5,3,23812,966.78,9150.14,4580.43,166042.37,149730.06027473844,TRUE,FALSE,0,0.4167,1,-0,não,0.18,0
21003044475,Tyler Barleen,62,RS,Sul,Serviços,176860.46,236993.02,758731.37,2,19187.6,644.54,6541.53,11523.61,95473.96,120094.74922628618,FALSE,FALSE,1,0.2331,2,-0,não,0.27,0
51807358701,Britlyn Dickey,48,SP,Sudeste,Serviços,103583.57,174020.4,591462.18,2,14341.64,5328.37,4844.28,34681.22,219546.95,120094.74922628618,TRUE,FALSE,1,0.1751,1,18645.044999999984,sim,0.4,0
21008438728,Channing Olsen,24,SP,Sudeste,Comércio,83716.45,106319.89,546668.42,0,8672.45,321.81,3020.8,18962.12,95424.89,149730.06027473844,FALSE,FALSE,0,0.15310000000000001,1,-0,não,0.17,0
33375827674,Paul Montalvo,43,MG,Sudeste,Educação,72667.54,90834.42,17440.21,2,6240.81,163.91,568.22,7058.03,80331.25,99922.08285578748,FALSE,FALSE,0,4.1667,1,-0,não,0.17,0
48821418917,Julienne Truong,55,GO,Centro-Oeste,Construção Civil,86011.13,119555.47,451558.43,2,10491.14,1244.54,3790.78,11100,80660.51,99772.2331975,TRUE,FALSE,1,0.1905,2,-0,não,0.29,1
67599280937,Taamir al-Kamel,42,SP,Sudeste,Comércio,95101.23,126484.64,246312.19,0,8741.6,950.29,2880,19649.54,96174.48,149730.06027473844,FALSE,FALSE,0,0.3861,1,-0,não,0.19,1
60118772999,Basheer al-Basha,42,RJ,Sudeste,Indústria,275910.45,273151.35,1241597.03,2,25687.92,263.99,6659.95,13717.39,212946.33,199329.2776114992,FALSE,FALSE,0,0.2222,3,-0,não,0.11,0
18002661594,Avonte Wheeler,48,RJ,Sudeste,Serviços,118885.92,147418.54,328125.14,0,11323.23,2077,3930.62,7198.28,115136.07,120094.74922628618,FALSE,FALSE,0,0.3623,1,-0,não,0.19,0
49182985063,Danielle Hamm,36,SP,Sudeste,Serviços,122371.92,215374.58,871288.07,5,16565.76,13018.79,5393.07,55804.44,207048.79,120094.74922628618,TRUE,FALSE,2,0.1404,3,31816.699999999983,sim,0.58,0
48141426093,Lauren Borjon Robles,27,SP,Sudeste,Comércio,110230.28,179675.36,842159.34,3,14088.74,7708.91,5953.31,82896.28,176496.79,149730.06027473844,TRUE,FALSE,0,0.1309,3,14329.940000000002,sim,0.33,2
30322934677,Zameel el-Siddique,29,SP,Sudeste,Serviços,87265.73,113445.45,525339.69,1,8000.58,944.41,2618.51,6550.31,106453.13,120094.74922628618,FALSE,FALSE,0,0.1661,2,-0,não,0.19,0
46960312524,Tenlie Norris,56,SP,Sudeste,Comércio,148025.23,190952.55,774171.95,4,17511.83,2013.28,1667.37,8302.84,213465.45,149730.06027473844,FALSE,FALSE,0,0.1912,2,-0,não,0.2,0
06042062084,Sonny Lenahan,48,SP,Sudeste,Serviços,91160.86,115774.29,432102.48,0,8521.69,4387.32,2776.97,10080.42,115463.09,120094.74922628618,FALSE,FALSE,0,0.211,2,-0,não,0.22,0
86997481259,Equillia Brown,40,MG,Sudeste,Agropecuária,97348.83,117792.08,254080.45,3,9195.31,341.75,2078.53,17036.04,94744.8,100261.125625,FALSE,FALSE,1,0.3831,1,-0,não,0.24,1
42628546716,Kelby Hale,64,RJ,Sudeste,Serviços,117005.14,125195.5,445789.58,2,9083,192.89,3756.78,17070.33,131451.05,120094.74922628618,FALSE,FALSE,0,0.2625,1,-0,não,0.13,0
60119533769,Minnah el-Abdelrahman,42,SC,Sul,Comércio,149454.17,206246.75,1457178.16,1,18362.46,311.34,5382.85,10485.16,141499.69,149730.06027473844,FALSE,FALSE,0,0.1026,3,-0,não,0.2,0
50185530229,Emmanuel Naipo,43,BA,Nordeste,Saúde,104134.12,106216.8,524835.96,0,7899.2,93.17,2362.76,8679.8,77701.55,98524.38325734549,FALSE,FALSE,0,0.1984,1,-0,não,0.11,0
30599410241,Corey Mead,43,RS,Sul,Serviços,104293.66,159569.3,623676.09,4,13593.71,13328.94,4030.2,24573.07,138619.25,120094.74922628618,FALSE,FALSE,0,0.1672,1,3128.8099999999977,sim,0.37,0
45290147048,Shaahida al-Hakim,65,PE,Nordeste,Serviços,157949.01,169005.44,900309.36,0,13275.91,1215.86,2693.86,13926.97,127927.17,120094.74922628618,FALSE,FALSE,0,0.1754,1,-0,não,0.14,0
47937976110,Jordan Mangum,40,PE,Nordeste,Serviços,108239.63,149370.69,193748.94,1,12877.55,1072.78,5541.31,5266.23,140542.42,120094.74922628618,TRUE,FALSE,0,0.5587,1,-0,não,0.21,0
33371206924,Kwabena Stepter,48,PR,Sul,Financeiro,293679.47,405277.67,549180.61,0,33206.24,760.44,8915.93,8905.16,149457.48,295744.6433800561,FALSE,FALSE,0,0.5348,2,-0,não,0.2,0
18001624106,Alfonso Villalobos,40,SP,Sudeste,Comércio,117967.08,125045.1,626405.19,1,9673.16,151.42,3448.39,8626.1,80181,149730.06027473844,FALSE,FALSE,0,0.1883,2,-0,não,0.12,1
